8192 4096
3244 3588 3858
2764 3051 3237
88 425 1520
1570 2491 3372
351 1674 2266
1182 1374 1922
563 1284 1975
939 1018 2630
554 841 4026
2396 2532 2942
2075 2336 3657
1751 2434 2742
769 1472 2595
12 921 1253
706 830 1706
2118 3455 4001
311 2231 3074
1819 2579 3422
45 667 2076
1270 1491 2958
984 2137 3181
2285 2324 2810
837 2101 3707
263 2776 3312
680 2563 3812
1317 1452 2572
992 3941 4017
229 1541 2278
1332 1716 1836
2511 2572 3755
1090 2423 4019
1052 2237 2364
945 959 1526
137 1386 2347
407 1088 1306
145 363 1157
953 2538 3056
1207 1795 2816
2899 3048 3113
555 2527 3431
1567 2462 2674
658 1293 3517
25 1976 4015
649 975 987
2007 2388 3948
533 2814 3792
905 2232 3212
1515 2124 3818
35 956 3004
343 3289 3983
1450 3395 3557
1369 2147 3249
925 1285 1776
3008 3321 3397
379 681 1965
1365 3498 3950
1822 2181 3874
2343 3262 3769
1940 2864 3149
355 2482 2671
2492 3021 3775
1477 2047 3360
701 3369 3757
447 895 3724
1273 2169 2178
258 1791 3929
512 3090 3877
356 1886 2422
893 1966 2975
156 1704 3027
1236 3171 3828
763 1049 2718
811 2482 3595
1540 3777 3831
2274 3538 4006
1848 2468 3047
193 526 2575
1074 1447 2691
213 410 818
904 2443 2764
171 478 2624
794 3152 3948
1626 3740 3876
579 2346 3789
1039 1250 2120
38 1830 4095
985 2607 3589
491 1330 2644
1255 1307 3865
1719 2707 3977
482 861 3228
387 2678 3212
1668 1943 3698
1180 2916 3062
428 2549 3124
1138 3438 3763
1612 1901 3305
2358 2839 3071
1766 3141 3686
328 2102 2807
83 2498 2918
306 770 1536
1213 2020 2807
2810 3700 3825
879 2885 3883
2992 3365 3474
544 932 3449
278 1554 1843
763 1632 1737
1519 2214 3592
141 2906 3593
1318 2739 2985
424 1830 3315
1348 2603 2939
1156 2801 3577
107 2015 3992
1227 2656 2880
2776 3184 4033
1051 1260 3888
102 1227 2989
577 866 3624
957 1037 3243
3952 3958 4094
777 2746 3458
766 801 1574
444 1208 4014
174 1921 3816
994 1097 2103
2119 2196 3465
589 711 3702
1403 1734 2024
1467 1949 3147
284 508 3390
3058 3263 3964
1438 2397 3191
1015 1464 1849
482 592 2188
1321 2499 2875
1115 1136 2376
273 3344 4013
901 1184 3757
143 3174 3741
550 964 2948
392 980 2080
1101 1127 1980
1446 2142 3212
702 1330 1786
836 1132 3680
472 3386 3823
2415 2565 3965
814 962 1152
1158 3076 3845
519 1468 1669
2425 2436 2573
834 1023 4075
1625 3018 3723
1390 1692 1911
1058 3495 3659
89 1675 2510
935 1689 1885
245 982 1057
736 3309 3870
1070 1512 3616
218 1496 3456
1117 2763 3741
1741 2823 3860
1223 1937 3504
111 836 3842
1678 1792 2607
148 1840 2676
908 1115 3167
620 2111 3760
309 706 3828
3058 3742 3849
739 1403 2403
1798 2489 3525
2177 3388 3529
9 192 2828
205 1851 2556
504 2507 2560
87 155 3100
1060 2025 3764
277 340 4059
2947 3522 3529
1143 2055 2955
1511 2154 2199
2061 2421 3486
1428 3530 3560
239 2277 3185
197 1109 2342
1597 2378 3392
3856 3927 4047
2282 2729 3539
1217 1424 2157
862 2579 4006
159 276 3565
502 633 3360
214 483 2199
819 1165 2896
517 1959 2782
1308 1634 3683
372 2248 3471
564 1037 3888
8 714 2775
644 672 1230
1270 1826 3431
2324 2634 3852
2065 2694 3369
192 1039 1868
2829 2998 3749
81 3324 4066
1732 1740 3864
1345 1498 3989
1008 2204 2800
1317 2139 2786
541 1799 3282
788 902 3189
2010 3054 3160
1369 1850 3304
1051 3047 3473
802 3426 4046
733 3208 3683
1110 2963 3230
1298 1852 3541
693 2101 3632
996 2553 3708
798 2192 3793
1694 2667 3358
808 1723 3295
2855 3288 4073
531 1683 3670
302 1081 2825
2595 3354 3701
494 3236 3593
44 1935 3497
746 1486 1929
737 921 1447
2782 3142 3910
2234 2783 3035
961 1059 1354
432 2024 3601
563 1206 1321
704 2798 2959
1128 2104 3660
1945 3506 3975
186 997 3811
145 2865 4051
731 1034 3053
267 2573 3566
678 2493 3237
486 2078 2771
1121 1786 1802
965 1425 3422
1202 3304 4064
1990 2608 3994
1637 2002 3647
1482 1811 3971
728 790 3841
1298 1416 3518
146 148 3637
1182 1346 3946
505 1708 3571
1380 3781 4094
494 1890 1977
1010 1264 3368
1335 1706 3619
1370 1583 3782
53 896 3089
2953 3063 3811
1746 2398 2878
447 1171 3396
992 3247 3795
1056 1419 1845
1639 3054 3929
659 1183 2105
1068 1490 4058
843 3428 3667
64 916 1015
158 393 3510
1340 1379 2547
515 710 2063
1046 2495 3519
1452 1787 2347
549 587 1620
1629 2072 4084
871 1254 2551
271 1717 3502
624 1820 2945
1419 1853 3925
1694 1925 2226
530 866 3806
924 1237 2273
1325 3138 3140
881 1584 1667
1231 1992 3935
783 2104 3387
1509 1679 2753
1591 3069 3091
990 1140 1188
29 852 3249
193 413 2238
1542 2987 3190
1752 2105 2750
697 1727 3653
2664 3089 4053
1523 1923 2209
382 845 3284
29 3188 3620
542 1349 2067
906 2700 2903
1093 2282 3370
130 1023 1330
1498 1768 2747
631 1706 2522
1296 2992 3604
1194 2759 3882
995 2619 3464
940 3023 3138
558 2393 3375
1483 2761 3711
459 2148 2502
1003 1320 4032
260 465 3643
694 2476 3516
823 1256 2299
1294 1333 2301
104 1560 1660
539 1398 3817
3257 3527 3614
2484 3243 3455
1784 2123 4039
464 2248 2714
78 631 2381
1476 1983 2321
110 1576 2590
370 1193 3499
171 1056 2490
756 1204 2013
1660 3222 3898
87 941 1409
404 747 2003
295 881 2617
672 2057 3348
528 3107 3139
745 1487 1573
2606 3599 3874
1149 1741 3164
462 1884 3914
1640 2140 2705
648 1449 4050
1630 1870 2174
2874 3055 3776
1626 1893 1969
71 1394 2076
1980 2924 3528
991 1823 3641
1031 1034 1492
880 2719 3718
1448 1931 2842
1437 3405 3919
1031 2875 3845
602 646 2513
288 546 809
1414 1636 3042
348 1139 3731
872 1169 1194
1101 1199 3290
894 2093 3029
0 2523 3616
329 1127 3021
1028 3114 3564
944 2983 3339
1261 2750 2908
1434 3529 3853
666 814 2914
94 443 1963
342 2361 3828
2787 2972 3922
1773 3384 4047
526 1952 2523
1140 2705 3793
270 699 2994
399 437 2196
840 3030 4046
543 876 979
1476 1693 3402
1099 1585 3335
1292 2273 3818
1465 2381 2942
1938 3190 3237
1702 2374 2839
985 3156 3587
310 321 838
1292 2596 3169
2270 2731 3134
2011 2696 2853
1949 3056 3285
2304 3929 3959
812 1954 2638
18 470 3367
2677 2739 3448
1016 2624 3332
987 1208 1819
1055 3466 3521
72 1213 1485
1350 2256 4057
2571 3888 4071
570 1055 2009
365 1847 2283
96 2592 3471
1442 3242 3469
2357 3130 3835
798 3534 4035
483 3933 4004
495 2248 2456
558 719 769
2595 2673 2882
187 1594 2598
716 1004 1475
1999 3199 3361
719 3283 3793
122 510 1658
1401 2724 3531
4 322 1287
990 3710 4008
1285 2035 2851
637 958 2492
91 1712 3467
2036 2889 3680
1493 2479 3060
810 1567 3958
831 1302 1458
628 846 1665
73 3347 3388
1743 3255 3834
1745 2130 2538
1190 2408 2678
1453 1507 3335
637 1278 3577
1397 3240 3439
633 1498 3239
1054 1800 2128
736 3790 3926
441 1377 3492
149 1137 1165
180 1557 2238
209 434 1907
1866 2647 3149
386 1811 2440
117 2276 3172
864 1073 1285
1108 1896 3866
53 490 3202
488 1087 2690
492 1535 4080
3582 3938 3952
309 986 1518
17 2245 3527
364 2650 3394
935 1283 1698
1648 3307 3848
1132 1314 1555
1201 3234 3746
986 2074 3123
1587 2986 3340
1527 1775 3573
804 1369 2612
99 648 1089
1478 2071 2988
226 621 626
540 857 2111
1529 2022 2550
1743 2561 2662
1166 1206 2612
7 322 3725
23 933 2240
414 1057 3297
1383 3314 3923
3354 3546 3924
1301 2406 3923
459 1908 3241
1048 2639 4073
466 3155 3570
931 1959 3128
491 3223 3336
66 949 1322
1009 1581 3367
2651 2820 3788
160 678 2891
2236 2401 3000
1367 2852 3776
855 1929 3230
1073 2056 2497
442 2512 2762
662 1086 3542
844 2015 2668
699 2479 3373
3226 3864 3952
504 2275 3813
385 3055 3340
1903 1945 2918
84 92 662
956 3399 3812
295 466 1660
1735 2959 3810
21 3083 3518
396 497 3223
1962 2413 3204
2107 3347 3663
602 926 2989
1200 2866 3072
908 938 1235
1340 1514 2296
81 2166 3720
754 3124 3842
519 2095 3452
1073 2087 3849
1500 1602 2843
8 1967 3489
1879 2850 3980
132 820 1260
438 897 3728
2489 2518 2814
1009 1990 2303
154 315 3450
689 1064 1725
2987 3075 3441
1456 1698 1865
766 1363 3727
880 3005 3360
393 513 3478
603 2048 3131
427 2172 2564
237 2023 2834
2221 2660 2736
3090 3512 3854
1049 1239 3825
2635 2639 3332
600 1011 1158
160 1022 2358
1473 2342 2906
300 1485 2981
1119 2530 3118
1900 3362 3635
3357 3468 3695
838 1467 2725
653 1806 3077
654 2991 3954
554 950 3003
1283 2622 3621
1428 2421 3995
1604 2078 2166
525 2129 2730
1431 1937 3318
525 1359 2694
1277 3009 3975
2568 3549 3645
971 1253 1514
1620 2715 3782
466 2204 3767
116 3123 3629
81 702 3316
2941 3714 4000
1092 1919 2890
1177 1814 3955
377 471 3916
969 3844 3872
1794 2120 2474
1116 2245 3234
1401 2615 4079
1307 2242 2638
2663 3868 4029
585 3444 3983
799 1245 3861
1342 3184 3370
1349 2606 2923
12 2429 2481
2633 2794 3813
2196 2406 3606
936 946 2570
564 1599 3454
962 2031 2921
580 2083 2474
494 2383 3475
759 3300 3973
228 627 1824
348 775 3486
1440 2536 2582
1409 1499 1985
399 1188 3892
828 1777 2206
1882 3418 4013
2895 3503 3637
1518 3375 3399
877 2413 3007
701 2894 3420
886 2643 2738
736 2916 2937
944 2789 3285
809 3064 3629
918 1073 2091
894 2097 2780
771 3288 3715
439 2315 3201
260 483 2790
1477 2769 3303
1617 1755 3757
122 3104 3227
1270 2469 3753
1345 1576 2528
489 1746 3651
333 3203 3331
1331 2387 3101
2195 2873 3153
1984 3081 3479
2256 2281 3256
565 1395 3400
1716 1934 2869
140 303 3457
1231 3163 3177
75 1207 3885
115 913 4071
602 2545 3379
1315 1612 2219
176 3751 3938
786 2063 2578
242 1922 2913
1942 2276 3586
161 800 4050
327 1892 3071
1453 1903 2935
67 3092 3114
1280 1931 2252
111 2460 2698
747 1053 2648
371 1352 2732
1958 2911 3206
1986 2193 3650
1412 2443 2765
1004 1210 2658
234 1110 1664
216 1612 3623
1826 3001 3621
1785 2084 2916
1168 2248 3879
1884 2542 4065
1998 3495 3778
261 2217 3695
422 2696 3996
88 1131 1851
342 2805 3307
144 463 1446
663 3157 3512
418 2250 2270
422 1952 2220
452 828 1357
789 1594 2027
443 675 3250
298 849 1873
1385 3488 3569
141 3489 3936
530 3253 4004
150 2728 3879
587 2433 3962
1171 1252 4053
1232 1584 3629
614 1515 3049
250 467 3351
2501 3002 3442
37 1204 3880
2233 2707 3127
64 1377 1473
705 975 3573
671 1404 2439
317 2527 3244
1455 1696 2752
258 1790 2104
661 2796 2896
1690 3285 3471
1982 2106 3178
1137 2967 3377
186 1653 3541
269 1406 2092
1792 2710 3289
62 442 2788
1471 2816 3844
1902 3611 3917
420 1145 1728
205 2864 2911
898 2948 3327
3022 3137 3932
492 914 3230
2267 2583 3484
265 2439 3928
635 2924 3111
874 3226 3595
118 771 2847
1391 1532 3582
262 348 2049
303 914 3008
2110 3667 3942
2344 2807 2860
1029 1825 2099
674 1004 3437
832 2475 2949
884 3064 3955
1651 1944 2899
417 2462 3377
471 1078 1275
572 744 2182
214 1700 1994
1262 2183 3731
2043 3823 3930
1393 1407 1493
1366 2146 3969
526 3259 4077
317 1734 4090
767 1368 3723
760 2035 2793
631 1385 3980
862 2320 3014
2338 2767 2839
1986 2212 2426
725 1571 4017
515 815 1805
1310 2599 3009
2442 3207 3464
2997 3238 3682
1421 2715 3816
1188 2028 3310
159 1558 2642
599 1038 3145
180 946 3564
208 449 3297
437 460 1870
207 1100 1538
328 1288 2834
227 2351 2743
283 732 2166
236 1013 1431
527 2167 3922
943 1739 1800
895 1871 4034
672 1841 2656
2244 2503 4010
365 1378 3007
394 2772 3867
511 777 1306
2681 2934 3554
1243 2624 3488
6 1269 1781
640 2906 3960
33 149 2208
1002 1902 2655
731 2169 3351
411 467 1494
118 1480 3892
1209 1250 2985
34 166 2265
531 684 1379
2252 2607 3036
795 2516 3723
645 1310 2185
1350 1784 2627
241 322 2242
909 1950 2837
1845 2218 3882
1977 2717 3431
541 2032 2618
424 2534 2758
344 1988 2805
203 508 2598
1584 3471 3939
2160 3352 3616
744 1565 2963
2184 2438 2515
1545 3281 3957
890 1233 1988
2869 3907 4041
454 2400 3223
596 1610 3216
1079 1582 2726
246 1077 1249
1567 1650 3140
570 3553 3648
424 1406 2273
173 629 778
1800 2342 2517
220 655 3720
1166 1390 3913
261 779 4007
357 1677 2688
300 1415 1793
367 3224 3352
157 1190 2090
768 2538 2781
965 1771 2888
2346 3385 3822
1649 2864 3413
2827 3287 3716
273 3331 3802
59 480 2144
325 2951 4038
680 871 2360
772 1690 1762
430 2014 3276
395 1992 2495
3034 3102 4062
973 1211 3111
1246 2691 3934
391 2202 3474
759 3429 3746
855 987 3516
135 2525 3498
2205 2504 3294
1235 1539 1834
1438 2695 4088
220 1302 2635
743 2106 2965
1695 3255 3619
1989 2788 3984
957 2320 2731
294 1050 1108
213 3245 3789
1373 2765 3631
514 771 943
1752 2265 3643
1769 2519 3171
103 112 3272
2892 3561 3718
908 2898 3905
503 1419 3665
165 551 3474
68 997 2051
210 1846 2929
1354 2219 3264
3506 3724 3974
530 3699 3726
2805 3242 3365
407 1076 2718
758 3478 4003
1153 1762 2280
319 1541 3928
882 1284 2512
76 589 1726
25 2542 3308
1015 2084 2938
1125 1719 2869
414 2182 3082
128 681 4064
35 1007 3289
1329 1627 3091
184 347 1565
2938 3634 4042
1071 2228 2521
338 1230 2950
121 2655 3139
1543 1662 3738
859 1948 2815
292 1246 2050
440 2573 2737
756 3664 4028
18 2539 3501
204 856 1561
1104 1373 3582
799 2716 2951
479 2442 3403
2564 2957 4018
923 1247 4027
1208 1779 2005
2657 3061 3824
201 1410 3146
836 2872 3091
3020 3662 4052
215 1066 1474
2086 2427 3311
225 1858 3738
1812 2750 2941
567 611 2066
3685 3785 3870
1726 1892 1913
289 2642 3791
579 2065 3912
3145 3404 4074
52 513 1260
144 1416 2062
615 1042 3650
1767 3202 3247
795 1095 1903
1289 2615 3883
753 1749 1763
1481 1874 4049
2360 2761 2879
1209 3347 3567
414 1946 3715
1542 2304 2421
903 2468 3761
267 497 2182
407 1195 1761
725 1169 2045
464 3126 3392
2684 2950 4034
980 1666 2130
924 2024 2212
2103 3051 3875
2594 3794 4058
2272 3141 3855
1098 3822 3971
1386 1415 1843
265 931 3156
664 868 3955
65 2914 3333
663 2814 3200
1333 2965 3263
343 1714 3541
306 962 1021
953 2288 3438
895 2394 3924
1067 2985 3623
1892 3537 3757
167 279 727
297 1576 2418
444 2363 3407
1859 1935 2604
900 966 3650
1320 1821 1858
1022 1232 4042
2136 3305 3848
176 399 3073
1609 2773 2893
2110 2741 2858
353 2206 3681
867 1855 3621
1227 1827 2081
55 635 3642
420 3267 3843
2082 2528 2708
2502 2801 3718
785 907 2560
1601 3070 3375
2753 2875 2902
2191 2222 2795
2141 3259 3869
566 2000 3988
1032 2586 2662
196 2815 3038
974 2513 2882
1523 1706 1796
1687 2737 3380
347 2390 3395
521 1212 1559
1283 3025 4054
753 2141 3899
1038 2353 2485
349 399 2427
204 2517 3664
1256 2546 3628
809 1924 2584
1061 2819 3717
1236 1434 1633
901 2606 3770
553 812 2830
108 2587 3253
2210 3364 3982
1337 1888 2829
1056 1240 1378
56 495 3118
2108 2565 3089
419 1772 2236
679 1033 3956
270 741 1715
113 614 916
950 3226 3880
1134 2625 2653
739 2719 3297
593 1233 3371
1704 2877 3375
1203 3142 3689
44 2418 3691
1993 3129 3212
1167 2319 2513
377 1494 3980
1162 2945 3767
1960 1974 2770
604 1420 3615
825 1451 2543
1031 2020 3626
2284 3193 3246
604 3407 3982
2335 2495 2758
1289 2146 4081
2311 2786 3676
1468 3248 3313
794 3314 4005
486 997 3628
1249 2982 2984
1691 2031 3904
817 1280 3257
7 331 1970
1664 2297 3477
1758 3208 3465
790 1018 3651
2452 3367 3978
855 2453 2465
1384 2887 3713
447 1996 2110
907 2098 4067
1429 2239 2883
34 55 1631
198 1076 3805
636 2286 2701
1717 3417 3817
103 379 479
159 837 2921
1114 2158 4044
2520 3032 3394
1555 1595 3861
1001 2192 3094
951 1201 2370
2064 2995 3387
1 572 3509
429 1035 3993
2082 3809 3939
545 1334 2567
656 930 1940
1578 4027 4046
2798 3261 3556
1382 1813 2738
2741 2814 3746
1375 3248 4039
625 3191 3472
279 3139 3685
35 1448 2718
976 1785 3949
2261 2521 2652
894 2172 2786
869 1377 3951
9 1825 3062
856 3462 3943
1961 2175 2713
332 2817 4065
1703 2255 3532
1435 1470 3300
710 1483 2708
120 306 1762
1104 1720 3702
2339 2428 4086
490 638 1599
13 1466 3467
1722 3128 4008
2069 3177 4051
795 2022 2743
753 2503 2827
1027 1872 3414
2127 2332 2580
557 1437 1708
2436 3313 3810
1886 2142 3108
1026 2300 2442
44 2387 3843
1047 1788 2313
514 807 3440
43 338 3662
1298 1733 2814
2240 2286 4015
973 1231 3403
722 804 3284
1495 3181 3445
643 941 2228
180 864 3625
657 1524 3122
737 1222 2303
2223 2255 2954
441 873 3908
326 1842 3267
989 2410 3583
721 2344 3945
596 2933 3824
300 1606 3106
872 1895 3252
877 1963 4067
1007 2705 3520
2389 2964 3075
11 1548 2162
196 283 2142
1629 2446 3983
467 1532 2220
1395 1936 4089
54 465 709
2671 2821 3897
1579 2469 3194
413 1609 3509
362 499 2996
1860 2161 2857
1690 2064 3502
1527 1890 3700
1763 1839 3878
1071 1956 3115
1390 2934 3839
1779 3862 3872
688 1161 1402
95 257 2486
187 1701 3003
7 1104 3384
123 1868 3403
294 1045 1489
314 2716 2828
554 596 1186
1024 1065 2336
1147 1512 2443
685 2653 3891
341 626 1833
49 1832 2171
1009 2354 2480
657 2685 2772
971 1118 3358
836 2547 3509
1400 1679 1904
1321 2251 3674
22 2980 2999
1808 1962 2960
888 2216 3392
569 1077 2583
263 905 1951
1848 1866 2635
423 1145 1240
624 998 4069
988 2140 2367
543 686 3208
653 3160 3689
2431 3145 3547
1407 3754 3932
23 929 4023
1117 2754 4093
244 340 1130
1236 1718 3360
1001 2702 2840
1176 1965 3530
582 1136 1948
987 1710 3691
1359 3626 4029
993 1358 2036
189 1189 2500
952 2646 3009
296 1069 3709
1491 2818 3786
1247 2720 3902
565 2258 2621
53 753 1979
556 1908 1962
1540 2966 3773
2754 3934 4076
2375 2894 3360
390 2411 3619
1209 2016 3535
715 1465 3093
573 2234 3633
1251 2054 2887
1157 3090 3136
257 509 1156
43 211 2307
167 1882 2542
623 1374 3164
3034 3483 3771
1339 1376 1720
1223 3031 3430
262 590 2641
1192 1273 2193
821 831 3292
860 1868 3696
178 1075 3414
863 1440 3600
1543 3524 4016
1024 2186 3961
1819 2203 3907
1234 1356 3312
1389 3516 3892
1747 1770 2186
982 1844 3836
1258 2753 3513
2155 2365 2991
97 3040 3144
1136 1290 2317
2643 2971 3299
1072 2897 3576
2946 3381 3897
345 372 3996
515 1120 1126
320 1915 2248
139 1853 3255
29 1556 3513
608 616 3033
914 1124 2760
2407 3728 4035
650 3508 4046
1835 2837 2899
30 2253 2359
2589 2627 3260
807 1531 3491
5 2328 4032
10 501 3503
1849 2364 3516
1656 2650 4000
1731 1976 3252
141 675 1021
1148 2002 2455
710 2450 3422
2466 2816 3087
134 874 3911
296 750 3626
2618 3778 3987
415 761 860
1689 3154 3551
878 2014 3193
769 792 1383
780 1111 1521
158 3156 3896
1960 2058 3306
894 1010 1854
1633 2408 3241
1303 1936 2538
734 1263 1830
951 3458 3639
1138 3401 3880
500 3077 3509
1148 2974 3346
319 1811 2615
22 177 3428
1791 2333 2868
1116 1868 4080
1316 1334 2067
765 2060 2590
1499 1883 3179
2726 3429 3908
1155 2414 2967
2592 3584 3655
79 870 2842
2623 2744 3635
488 1352 1579
2115 3439 3624
1089 1737 3397
197 2693 3368
1936 2377 3454
610 2173 3568
1444 2656 3571
35 1418 4009
2121 3466 3808
756 2557 3950
1769 2155 3449
76 625 1611
284 1247 2428
2147 3023 4033
743 3479 3503
285 1400 2751
1288 1931 3053
437 1858 2933
578 2222 3169
1180 1492 2621
2338 2436 3373
117 1158 3496
348 1210 3005
911 1312 2120
57 115 1821
583 2118 3994
1131 1534 3174
2259 2855 3724
1334 1725 4085
3230 3350 3462
2882 2883 3570
38 3956 4050
471 1577 3905
3131 3987 4089
765 1442 2878
1359 3219 3679
2132 2611 3150
749 3933 4082
562 1325 1339
437 1668 1928
585 1618 2850
2531 2641 3020
1412 2873 3232
279 1432 2200
1085 1775 2478
690 3001 3107
271 861 2395
1134 1426 3962
617 1314 2838
874 2360 4061
2071 3123 3976
703 3500 3555
1053 1925 3505
104 2195 3685
151 2741 2761
353 1932 3205
1601 3597 3919
304 2884 3528
662 3401 3721
1709 3244 3603
857 2089 3963
588 2106 2200
754 1719 2806
851 891 3810
1268 2488 3099
860 2713 3576
70 206 1765
1234 2871 3001
2386 2743 3137
114 868 2113
2491 2903 3235
1187 1234 4084
151 1144 3002
510 1499 2139
1831 2483 3182
1200 2100 3895
1262 2139 3280
687 701 978
998 1468 3206
138 1691 2327
1603 3463 3895
1095 3604 3808
276 1851 3773
56 885 1103
659 850 1972
1539 1554 3652
425 1760 2184
1891 2352 3137
537 1689 2661
450 1766 2146
1475 1932 2108
284 584 2278
1544 2450 3410
809 1368 3388
1007 2251 2812
113 961 3320
430 2246 3257
1082 2840 3569
14 783 3183
2515 2597 3189
860 1133 2369
516 551 1192
2770 2999 3196
53 1267 2149
2036 2267 3041
450 1878 3118
642 1164 3313
214 1456 2370
2319 2582 2672
332 849 1449
2366 2498 3433
1955 2337 2697
155 1991 2090
1168 2714 3270
548 1020 3488
683 3477 4034
940 1358 1624
2326 2685 2903
843 1310 2202
969 1763 3796
3259 3299 3792
1083 1269 3434
341 402 2773
2422 3452 3703
2330 2679 4056
1482 2670 2836
72 1045 2267
722 750 3382
248 726 2872
2109 2338 2624
1054 1737 3908
1300 2646 2915
1130 1494 3544
635 2955 4034
1919 2393 2822
2230 2683 3970
264 3560 3684
543 3017 3368
345 824 1997
18 1094 1228
2356 3315 3539
737 2863 3862
1971 2140 3659
1062 3036 3732
1217 3160 3889
29 608 1790
808 1612 2785
2117 2305 3555
2712 2775 3605
1680 1760 3889
564 1796 2062
2463 3109 3603
2660 3517 3684
202 903 3535
953 1294 2633
534 2391 2821
1004 1614 3933
966 2343 3881
21 1733 2598
120 1470 1745
81 2257 3806
1016 1837 4063
451 2640 4062
3527 3853 3903
1018 2409 3052
406 1611 3555
1198 2642 2870
1338 1522 1814
313 2487 3960
309 576 2726
1173 1472 3880
820 1271 1364
1087 1421 3606
462 1130 1135
1272 1847 3787
1244 2476 3654
2240 2784 3927
2534 2655 4089
1292 2986 3218
298 480 2717
488 2382 2653
385 985 3362
1279 2777 3031
90 956 1011
1333 1368 3835
1847 3072 3761
1880 2020 3206
286 1688 2101
938 1798 3238
639 997 3882
909 2681 3624
864 2173 2918
1618 1849 2296
2374 2557 3318
718 2135 2421
1495 1634 3900
59 2555 3386
388 682 2706
706 1901 3730
695 951 3938
204 305 645
2232 3424 3578
248 2468 3902
578 2187 2285
1704 3152 3683
2020 2194 2811
307 3905 3966
333 606 3598
309 820 3500
2419 3228 3850
1406 2340 3129
258 3654 3907
477 713 1508
549 1995 3472
1945 2648 3412
487 642 2063
2646 3197 3726
1768 2031 3870
358 956 3623
207 2899 3771
688 2093 2697
1720 2253 2517
600 2508 2676
82 489 923
2036 2708 3229
1025 3823 4016
1672 3099 3189
1483 3400 3877
178 1139 1600
1155 1979 2623
281 2529 2722
364 2459 3176
1518 1989 3826
1721 2645 3622
3135 3280 3728
524 2156 4034
1182 2893 3460
353 1167 2923
618 1350 3963
2945 3198 3319
1229 3423 3864
273 308 2530
173 1722 1973
1429 1916 3762
233 524 2043
1819 2638 3277
1734 3750 3758
938 1269 2967
1387 1891 3894
994 1505 1588
575 621 2389
36 409 3839
721 1165 2840
1668 3720 3921
59 63 274
93 574 1668
1363 1888 2609
512 1169 3166
1813 2200 2244
1566 3085 3508
321 1699 2725
481 1807 1891
1122 1274 2206
1599 2036 3681
951 2739 4088
2235 3069 3219
3387 3772 3981
2058 2862 3974
2497 3116 4023
899 2274 2655
655 1794 3167
938 1241 2204
1191 2029 3393
1135 1602 2516
85 2986 3654
85 3473 3702
1841 2262 2344
1129 2775 2885
763 1874 2905
536 1483 2190
979 1890 4031
1257 2411 2544
598 2135 3120
328 1696 1850
797 1910 3537
626 1873 3203
623 835 3971
2034 2491 4022
428 1048 2219
2162 2340 3697
2299 2322 3459
3330 3467 3602
55 3130 3796
392 1859 3447
2562 3187 3916
248 792 3959
304 824 2395
2004 2227 2474
1196 2805 3136
697 2123 2697
472 3413 4073
714 845 1373
1683 3941 4089
183 2678 3693
1679 2904 3735
361 2833 3523
143 1482 3037
902 1587 3722
2316 2510 4017
1216 1582 3842
303 2926 3916
2888 3029 3062
1319 1332 2585
203 363 769
385 770 4060
2142 2467 2844
698 2334 3939
926 2566 2907
1439 1591 3763
1519 3225 3484
191 3099 3404
2876 3656 3784
1162 1985 3336
1297 2018 2022
2609 2935 3683
1930 2577 3145
305 307 3593
151 2969 3426
454 2338 2824
1194 3959 3967
66 2464 3408
376 3766 4029
25 849 2622
1854 2719 4069
1896 2496 4055
1068 2053 2471
1623 2415 2692
778 1364 2682
155 301 697
223 2149 2994
48 2475 3561
937 1717 1866
65 411 1577
750 1731 2894
820 1128 2085
681 822 1433
929 2228 3398
1341 2946 3244
1300 3433 3774
507 2293 2320
1373 1497 3974
1342 1639 3247
1197 2367 3374
519 2482 3411
805 2652 3572
196 2840 4093
2832 3742 4054
28 1984 2688
1366 3843 4030
415 2345 3254
815 2653 3974
243 1084 3621
461 710 1154
1980 3071 3318
1563 1741 3631
1501 1943 1997
1316 1637 2113
724 1837 2708
734 3465 4055
3004 3799 3912
1017 1863 2941
139 213 353
3349 3378 3444
1871 3057 3173
1630 2290 2964
690 1268 3200
595 1568 1635
3028 3475 3939
2250 2460 2682
641 2039 2210
1199 1498 1567
1382 2254 2463
1583 3779 3940
79 877 1495
1592 1727 2470
205 1650 3013
470 802 3942
839 2935 3265
60 2125 4019
1280 3352 3481
999 1386 1526
275 395 885
413 1153 3320
591 3063 3283
1677 3342 3956
1059 2107 3198
821 954 3734
1273 1411 1900
590 2772 3918
295 2109 2867
3193 3682 3705
50 879 1080
61 114 3282
433 1163 3220
2051 3250 3300
3366 3501 3561
194 1522 2289
88 1668 2887
161 384 3739
172 448 1242
137 2735 3080
1871 2610 3488
1820 1894 3317
673 1497 2389
1397 3086 3829
61 169 1401
258 1600 4036
605 2237 3604
673 968 2693
423 3740 4030
423 880 3753
1155 3666 3856
1220 2514 3438
1755 2073 2358
216 1203 2064
101 1607 2261
570 2914 3109
3601 3991 4028
582 2709 3496
271 745 1141
1964 2275 3832
270 751 2607
703 3453 4002
1810 1872 3891
2312 2597 2872
1470 1653 2291
1187 1937 3353
68 3359 3552
1245 2770 3955
140 2295 3550
172 1639 2020
1328 2682 3804
455 812 1385
96 736 1678
2286 2732 3455
473 1041 2533
785 1900 4087
593 898 3461
1366 3900 3944
2856 3299 3968
464 1667 2569
2019 3425 3518
918 1447 1910
1556 1855 2365
