2048 1024
81 1010 1511 1689 1779 1879
252 496 851 1004 1353 1681
107 353 604 918 1541 1970
344 433 719 720 1210 1424
569 711 1037 1117 1126 1777
176 244 609 911 1487 1885
306 827 1117 1557 1881 1897
430 510 961 1084 1251 1316
65 103 216 1280 1419 1516
482 730 875 1181 1301 1341
32 930 1175 1342 1551 1845
14 234 594 652 1567 1922
135 150 768 957 995 1910
22 365 898 1073 1218 1281
253 472 501 532 1771 2036
68 468 725 1101 1270 1910
329 390 806 1296 1745 1934
414 999 1051 1279 1854 2043
50 968 1101 1675 1823 2028
4 235 762 944 1442 1799
240 297 823 1562 1635 1706
1 782 1504 1640 1690 1756
183 803 1267 1302 1547 1982
21 127 424 494 1469 1751
80 296 557 742 1641 1843
110 210 1378 1386 1889 1924
52 576 851 996 1343 1970
76 648 1058 1259 1262 1811
432 549 944 1306 1814 2020
508 1081 1216 1245 1755 1873
685 1181 1299 1509 1788 1808
358 396 405 467 1393 1645
224 830 896 1261 1346 1510
45 422 613 1026 1165 1501
313 672 1008 1073 1334 1388
40 275 287 1164 1633 1852
442 544 629 921 1418 1935
43 203 1180 1417 1452 1549
119 349 464 534 668 781
421 601 726 757 1045 1271
661 924 1147 1246 1726 1731
99 265 678 1080 1580 1868
26 1172 1331 1394 1484 1703
316 399 623 930 1870 2040
152 465 517 1209 1441 1613
410 590 640 677 1002 1264
389 756 904 910 1208 1687
585 1291 1457 1566 1585 1971
598 812 1186 1300 1593 1673
295 370 476 635 1502 1569
592 722 899 1184 1318 1969
22 157 204 219 1068 1744
186 1265 1696 1762 1839 1925
313 524 740 1450 1650 1887
359 908 1257 1329 1358 1947
38 643 876 1073 1095 1768
870 888 1418 1492 1507 1524
150 625 705 1032 1500 1531
384 690 1065 1157 1572 1623
357 1031 1146 1330 1662 1978
318 611 758 1326 1352 2005
1373 1414 1456 1865 1866 1880
188 256 329 371 1069 1221
665 918 1224 1284 1345 2002
73 374 815 1032 1629 1856
30 93 691 1190 1526 1948
296 1298 1299 1589 1759 1964
217 498 855 1053 1932 1974
51 301 734 1250 1622 1734
135 199 900 1168 1537 1564
572 670 1239 1288 1346 1966
7 13 167 1427 2009 2045
57 321 641 1098 1532 1927
1098 1102 1430 1506 1975 2000
288 631 760 785 1697 1857
280 1138 1139 1207 1831 2037
490 757 815 1079 1242 1383
699 1031 1393 1456 1957 1980
55 289 654 895 1140 2033
334 857 1151 1254 1271 1918
708 825 1514 1647 1719 1746
62 174 1179 1644 1655 2029
240 491 1120 1485 1551 1584
24 688 847 959 1059 1161
7 694 1223 1265 1374 1977
221 709 915 1867 1969 1991
348 411 659 677 1386 1874
134 309 892 928 1510 1959
279 336 340 1075 1157 1182
576 811 926 1206 1280 1556
427 715 1057 1074 1541 2000
451 743 1261 1522 1603 1652
76 458 875 1042 1602 1699
8 343 1525 1533 1834 1906
59 112 784 1086 1402 1959
110 762 899 904 1157 1361
170 196 566 1785 1943 2026
428 498 776 961 1656 1726
64 172 676 1009 1433 1946
113 129 673 713 1705 2030
19 342 654 1134 1280 2031
237 865 1256 1361 1898 2016
779 795 919 1289 1448 1764
449 837 1238 1291 1344 1406
345 429 589 1041 1948 1959
640 1066 1093 1223 1995 1999
136 1004 1404 1471 1560 1935
137 393 642 1019 1536 1559
157 686 1218 1221 1476 1478
97 348 427 1219 1374 1428
148 167 295 368 1129 1985
262 277 421 1263 1366 1631
544 606 1182 1616 1666 1802
153 871 1526 1920 1939 2030
36 63 117 667 1875 1921
235 506 935 1191 1415 1803
21 969 1186 1692 1714 2018
469 546 608 621 1109 1529
617 864 986 1067 1487 1874
12 28 161 586 1660 2041
672 1066 1706 1744 1795 1842
18 120 630 787 925 1569
48 166 211 310 656 2019
227 387 872 1011 1081 1973
284 486 559 612 941 1821
25 507 519 529 538 965
103 619 879 1258 1267 1975
584 846 1237 1273 1487 1504
174 1127 1233 1463 1640 1818
9 188 717 836 1627 1635
890 967 1068 1440 1490 1955
231 799 921 1393 1425 1561
425 613 764 1205 1569 2031
148 218 712 880 1233 1722
84 205 733 1060 1598 1770
423 804 912 1098 1257 1946
106 250 634 1014 1290 1769
173 477 775 1110 1194 1387
390 665 1472 1658 1878 1926
98 305 354 527 635 747
109 323 581 1642 1652 1815
234 782 786 879 1090 1794
258 419 580 889 1128 1579
242 386 909 1021 1302 1933
197 267 337 375 456 827
283 378 1353 1645 1669 1672
237 466 632 820 1310 1505
230 244 927 1484 1624 1862
72 268 472 524 890 1028
727 861 1287 1448 1617 1689
892 1225 1428 1472 1887 1895
20 55 493 692 853 868
481 1005 1048 1191 1234 1582
274 445 716 1252 1527 1888
165 502 610 832 1436 1648
405 632 766 1317 1343 2011
162 173 204 673 1524 1745
199 702 760 1455 1753 1771
74 696 964 1057 1895 1928
677 805 1309 1337 1344 1783
325 700 1018 1401 1793 2031
214 561 803 1044 1439 1494
978 1135 1231 1754 1928 1985
788 936 1152 1409 1466 1797
237 439 572 1702 2013 2024
447 449 558 694 860 1681
443 829 1116 1439 1579 1840
696 1044 1236 1481 1590 1961
299 833 943 1003 1415 1508
294 463 755 1627 1822 1835
321 446 771 1065 1107 1179
72 1412 1807 1892 1980 2047
388 545 891 1037 1279 1710
181 495 668 1130 1586 1805
89 194 399 1003 1510 1950
62 408 422 452 1634 1930
126 763 779 1320 1573 1727
359 406 509 626 707 1963
111 252 379 420 470 1066
138 409 491 1578 1899 1942
77 286 587 1304 1328 1581
226 284 732 1500 1698 1966
156 366 520 1297 1513 1587
453 559 1144 1273 1517 1930
353 926 1731 1733 1812 1943
12 30 909 1308 1992 2004
525 608 654 678 1127 1856
46 280 548 739 1305 1766
52 447 466 975 1119 1780
470 1356 1473 1909 1911 1917
683 862 883 1112 1149 1358
499 671 1219 1341 1860 1866
257 492 1360 1387 1805 1937
35 744 1076 1273 1623 2022
396 454 683 721 1213 1651
826 934 1614 1848 1902 1979
23 721 1256 1833 1987 2024
160 368 397 906 1900 1924
72 139 326 858 1544 1785
328 436 439 542 1012 1725
84 608 1431 1682 1701 1913
220 457 461 598 702 749
449 570 584 874 1700 1962
752 1150 1323 1693 1958 1967
234 793 1052 1477 1590 1673
273 348 1114 1528 1605 2002
123 283 849 1039 1692 1785
574 1094 1149 1202 1711 2006
71 142 865 1071 1114 1993
95 616 821 902 1121 1607
828 906 1369 1413 1763 1846
212 646 755 1117 1619 1774
840 884 1077 1123 1356 1634
27 163 674 722 1434 1559
220 266 1402 1474 1605 1728
130 653 1354 1486 1739 2038
592 848 1274 1893 2023 2028
429 926 1283 1338 1445 1462
111 307 314 434 900 1576
459 1076 1168 1298 1396 1439
272 563 577 636 1222 1945
565 650 1137 1336 1682 2005
265 602 729 1072 1124 1339
42 604 1254 1363 1817 1861
85 469 1072 1085 1113 1435
32 441 687 1146 1285 1859
292 440 552 1096 1732 1907
788 1199 1553 1575 1617 1626
595 793 1090 1246 1679 1899
539 1380 1740 1908 1937 2004
99 687 866 1097 1245 1636
74 617 968 1070 1921 1996
26 650 724 1054 1294 1986
200 290 458 1208 1303 1880
250 535 638 1153 1721 1929
290 339 392 1454 1707 1777
108 703 802 1463 1909 1913
225 496 742 916 1698 1701
991 997 1095 1249 1403 1422
305 845 1378 1830 1969 2003
167 812 893 1141 1368 1493
91 274 456 488 826 1980
271 358 1288 1564 1691 1746
125 626 1228 1552 1643 1707
180 498 706 1133 1755 1950
223 647 1266 1278 1449 1483
43 145 536 932 944 1520
444 982 1109 1293 1734 1925
170 616 793 1133 1340 1846
241 357 366 1421 1636 1952
95 1148 1208 1349 1475 1823
477 1121 1229 1385 1547 1788
83 175 489 515 1674 1960
238 246 384 1363 1740 1858
179 396 489 847 962 997
553 1011 1457 1492 1549 2014
59 464 657 1285 1568 1618
122 364 954 1016 1727 1898
61 409 446 628 1455 1479
107 333 404 1232 1768 1945
798 872 1468 1540 1892 1988
257 297 385 408 426 1139
724 825 1154 1246 1671 1951
144 281 425 1081 1606 1816
495 1206 1369 1414 1789 1873
319 583 802 1580 2017 2045
550 580 772 1115 1317 1876
191 403 618 950 1503 1581
16 1372 1410 1489 1883 1990
76 599 685 823 1151 1933
1167 1188 1335 1499 1539 1973
246 574 939 979 1330 1809
17 342 450 657 829 1575
1557 1592 1600 1872 1873 2001
292 451 745 1092 1436 1798
532 607 794 950 1562 1700
267 434 811 973 1035 1844
574 1232 1332 1601 1951 2038
1008 1252 1323 1377 1389 1973
2 183 417 700 1506 1944
521 780 1040 1400 1602 1709
311 482 651 808 1784 1855
412 1050 1074 1481 1515 1884
733 815 867 922 969 1760
479 867 937 1451 1798 1819
64 317 334 1322 1764 1800
142 448 653 1188 1237 1603
179 403 519 548 1614 1629
11 407 897 1442 1741 1958
22 445 471 496 658 1850
981 1094 1102 1490 1565 1749
620 1063 1228 1426 1559 1613
462 536 568 645 1092 1128
820 842 1607 1622 1667 1697
31 39 216 310 624 701
931 1047 1063 1293 1778 2035
749 909 1180 1467 1476 1496
156 412 964 1540 1852 1860
379 712 1164 1234 1779 1848
49 328 585 639 1275 1342
124 185 475 1594 1832 2023
325 485 751 1193 1818 2040
344 821 838 856 1089 1809
16 261 376 1104 1313 1579
34 105 269 735 913 940
247 842 857 893 1521 1747
161 611 1067 1216 1643 1964
52 419 1118 1401 1550 1735
156 680 701 1571 1876 1891
483 813 1238 1307 1426 1968
928 1108 1200 1912 2007 2010
140 269 305 1263 1625 1864
303 416 503 1212 1332 1765
356 541 844 1027 1839 1950
31 70 343 922 1368 1681
219 249 302 501 1056 1122
726 777 877 1167 1907 2013
175 177 570 1214 1290 1376
208 767 1045 1147 1197 1796
171 316 424 1166 1381 1992
363 436 636 1150 1241 1878
175 210 563 839 1709 1712
15 224 327 1147 1254 1811
371 718 1042 1182 1491 1957
235 587 656 862 1294 2037
643 907 952 983 989 1153
10 57 147 1631 1641 1923
435 550 745 1347 1493 1735
311 351 597 1077 1211 1612
1009 1101 1342 1460 1529 1997
106 385 503 737 1460 1888
113 141 228 315 1062 1074
346 985 1372 1382 1390 1670
132 292 487 946 1116 1196
0 136 381 575 1488 1760
182 215 521 999 1213 1743
940 1159 1490 1551 1573 1986
246 946 974 1153 1348 1650
180 223 667 929 1169 1585
63 300 512 1822 1868 1993
100 202 1003 1067 1240 1839
48 164 377 821 873 1746
114 215 444 613 1150 1552
225 409 868 967 1130 1715
17 349 1062 1547 1666 1949
143 547 862 1195 1535 1900
10 16 710 1043 1353 1704
28 171 629 1049 1243 1851
239 1015 1019 1218 1630 1967
624 830 1228 1364 1646 1781
77 225 838 1036 1385 1900
159 801 1185 1719 1825 1962
730 1042 1287 1304 1480 1894
437 572 575 697 1036 1046
34 282 427 629 1594 1926
440 551 637 695 896 1281
372 586 792 971 1330 1685
696 957 990 1112 1672 2039
4 1331 1497 1660 1903 2017
182 304 744 1315 1360 2003
276 277 507 528 710 1812
733 943 970 987 1695 1775
312 569 794 1022 1589 1883
116 206 682 1284 1829 2027
87 213 1305 1704 1722 1758
273 894 935 1578 1632 1649
154 346 1429 1609 1614 1931
69 148 477 577 641 822
554 713 731 1581 1654 1843
414 426 869 1350 1466 1668
514 843 913 1361 1942 2042
562 1354 1399 1467 1844 2000
750 992 1257 1296 1637 1782
43 435 480 947 1461 1615
183 612 662 726 756 1226
301 1116 1367 1424 1633 1953
213 388 1163 1247 1440 1445
551 791 948 1253 1519 1527
133 751 987 1477 1565 1832
143 229 290 1059 1596 1723
101 614 913 1049 1086 1968
153 619 942 1000 1663 2023
123 497 887 1431 1954 1977
398 562 998 1055 1174 1350
20 136 579 832 1345 1446
236 501 717 738 1201 1380
759 831 1029 1752 1768 1893
150 184 358 675 1141 1791
96 176 1079 1637 1717 1977
20 161 165 208 265 1545
261 356 978 1103 1132 1669
332 713 812 1013 1209 1669
77 111 151 168 888 1026
24 190 981 1224 1491 1684
232 397 540 1063 1837 1941
222 296 319 605 1311 1779
75 186 245 853 886 1350
194 718 898 1312 1397 1889
382 681 772 919 1268 1890
797 813 846 1621 1648 2036
287 698 704 814 1890 1984
400 697 1082 1144 1590 1759
71 293 633 1033 1203 1478
302 528 818 1105 1398 1534
299 548 767 1164 1577 1667
155 218 335 1372 1405 1877
375 671 1028 1107 1418 1716
98 591 623 680 1369 1661
108 442 499 593 1206 1775
783 936 1585 1859 1911 1949
189 1193 1249 1277 1703 2030
441 542 1289 1443 1618 1976
229 641 1096 1300 1558 1932
508 544 674 1382 1754 1798
645 693 771 965 984 1821
129 198 483 927 1137 1806
194 261 520 933 1485 1539
739 1020 1312 1432 1715 1857
339 543 566 652 732 988
314 725 1407 1761 1837 1840
523 1093 1555 1613 1735 1841
258 453 466 581 746 1366
360 716 836 974 1030 1871
70 269 490 849 1310 1316
71 842 1016 1438 1444 1808
500 580 953 955 1078 1320
85 202 335 914 1862 2027
168 509 597 808 1543 1718
44 114 351 910 1408 1413
476 493 705 1040 1501 1584
702 1033 1089 1211 1275 1474
192 527 683 1178 1608 1947
1014 1093 1742 1799 1838 2033
299 1306 1349 1733 1976 2015
5 47 1855 1919 1944 1989
426 979 1054 1412 1774 1828
663 1238 1395 1518 1796 1978
447 988 1040 1694 1878 1944
24 182 346 564 603 1712
198 958 964 998 1174 1850
365 866 1314 1595 1791 1908
118 484 524 566 1321 1670
354 473 530 810 816 1610
87 504 575 915 1189 1993
298 651 1050 1463 1553 1810
178 291 373 602 920 1173
33 937 951 1231 1755 2019
879 1192 1631 1638 1729 1763
356 434 480 740 1156 1470
254 899 937 1515 1570 1907
81 120 779 1020 1143 1657
41 311 402 874 929 1620
179 1016 1152 1974 1998 2034
95 107 695 737 890 1686
199 350 407 445 873 914
377 421 578 985 1530 1534
42 142 178 279 778 994
54 264 500 1892 1895 1936
571 703 814 1201 1375 1801
68 484 709 1064 1233 1940
62 1055 1171 1272 1292 1633
463 582 850 861 1661 1842
969 1082 1083 1656 1699 1966
538 603 788 1528 1719 2035
9 438 509 595 949 1269
187 833 903 1050 1655 1672
144 442 751 923 1149 1430
29 327 1200 1537 1567 1939
51 516 817 1028 1286 1869
369 405 463 931 1893 2003
692 1171 1200 1395 1685 1987
221 479 1278 1612 1679 2042
556 668 791 1299 1683 2015
203 487 1004 1334 1398 1793
137 786 934 1249 1606 1760
561 741 750 994 1035 1411
317 747 877 1286 1359 1515
13 1324 1389 1474 1599 1675
448 516 819 997 1271 1795
141 376 502 1133 1407 1574
63 686 991 1205 1541 1640
94 254 432 1037 1408 1450
283 638 1078 1245 1546 1906
323 368 972 1479 1704 1757
125 785 845 1340 1543 1820
2 387 1057 1135 1598 1874
318 380 612 1006 1443 1576
288 852 884 1352 1718 1782
128 223 858 1053 1511 1718
121 1012 1177 1493 1599 1936
241 347 599 666 932 1903
169 372 742 1447 1949 2014
34 169 383 693 841 1310
289 956 1328 1687 1849 1954
431 976 1062 1163 1204 1425
67 387 953 1828 1928 1960
173 248 391 394 398 1248
256 759 901 1635 1639 1749
45 67 1124 1143 1560 1794
692 829 864 1292 1546 1935
352 370 1260 1737 1833 1883
79 362 1496 1554 1813 1896
539 620 736 1160 1241 1554
1 403 1471 1524 1708 2034
57 762 1202 1618 1671 1914
131 841 972 1111 1143 1505
101 765 1136 1509 1573 1634
56 453 621 801 1896 2032
222 634 810 1140 1215 1499
272 659 1159 1212 1927 2002
137 640 1205 1690 1851 2046
93 423 594 998 1344 1688
443 473 552 1203 1355 1678
278 340 802 1321 1322 1726
525 945 1497 1574 1628 1773
386 753 934 1475 1536 1902
830 852 1001 1483 1846 1947
332 503 551 990 1292 1643
29 484 536 618 1710 1796
796 836 1274 1435 1625 1825
149 537 1047 1277 1411 1583
206 1185 1471 1601 1832 2025
526 567 839 1165 1351 1942
84 112 647 1388 1399 1433
92 155 386 454 827 1767
208 383 942 1666 1891 1983
26 729 1714 1775 1829 1848
117 448 816 871 1183 1664
118 181 500 1070 1121 1916
255 481 882 1183 1446 1529
243 564 824 1014 1068 1517
730 773 789 1351 1877 2011
595 660 1222 1235 1397 1598
535 583 961 1155 1266 1343
88 98 206 1142 1657 1981
159 866 880 889 896 1244
783 1018 1486 1525 1675 1688
81 689 892 987 1325 1677
1217 1241 1319 1542 1668 2026
23 56 446 525 1043 1758
69 891 1437 1563 1767 1889
116 424 923 1591 1608 1766
774 924 1079 1462 1652 1716
75 362 622 1021 1887 1911
599 772 1085 1207 1213 2012
301 471 649 684 1817 2025
266 774 973 1320 1805 2009
88 119 205 218 380 1667
39 193 494 855 1000 1713
119 207 413 492 670 1379
224 245 687 1348 1349 1750
478 828 962 1174 1827 1916
1091 1126 1482 1521 1545 1788
215 844 959 1044 1630 2016
278 492 497 529 1012 1459
164 596 1277 1447 1596 1641
516 628 820 1102 1420 1659
50 563 573 1120 1409 1600
108 172 263 307 338 1707
615 693 719 1185 1861 1981
343 404 614 1038 1728 1752
45 542 787 1010 1523 1566
330 397 1416 1577 1840 1901
534 837 1058 1169 1931 1983
97 758 939 1007 1176 1379
565 761 1426 1481 1556 1611
126 259 309 1495 1862 1999
642 724 754 1288 1809 1820
56 483 586 1453 1658 1871
747 918 1109 1482 1821 1970
975 1022 1325 1677 1684 2020
168 202 399 939 995 2028
3 443 517 1537 1619 1868
763 1001 1836 1859 1955 2034
423 508 588 648 1279 1960
394 992 1231 1678 1956 2010
239 262 297 925 1568 1858
152 560 1144 1177 1327 1347
360 417 1030 1498 1586 1676
1162 1284 1286 1390 1736 2043
134 209 813 1103 1792 1996
340 520 523 530 723 984
493 790 843 897 925 1327
219 258 260 320 1250 1263
320 662 1113 1508 1957 2004
221 670 1115 1469 1480 1710
15 97 201 437 714 721
716 885 960 1225 1425 1926
162 461 573 624 1561 1611
353 1189 1251 1504 1607 1790
49 203 710 1577 2011 2027
46 413 567 639 653 1322
0 621 758 952 1176 1999
12 637 800 1530 1739 1827
86 390 522 1335 1753 1884
90 769 1583 1637 1856 1904
255 288 479 1436 1759 2008
140 1469 1737 1831 1870 2014
354 455 531 1387 1458 1995
197 676 895 1750 1780 1847
233 745 787 950 1306 1568
665 756 1006 1211 1406 1984
33 407 1162 1498 1916 2007
1326 1399 1402 1411 1934 1985
80 230 428 1392 1665 1729
58 186 472 537 807 1994
805 960 1187 1253 1465 1923
79 171 1620 1776 1847 1972
900 972 1051 1125 1730 1882
364 465 1148 1260 1865 1885
515 754 962 1197 1365 1905
425 1088 1567 1938 1941 2026
250 470 951 1043 1188 1757
122 422 748 989 1024 1032
89 398 406 681 1780 2018
131 248 514 1744 1932 1963
552 840 1272 1333 1375 1890
146 1318 1327 1458 1838 1979
30 193 905 1118 1201 1410
467 822 1293 1367 1417 1628
79 605 633 1427 1494 1622
18 65 885 1083 1114 1748
51 58 822 1276 1470 1513
82 190 316 749 1013 1693
334 415 940 1159 1178 1778
282 337 565 835 1542 2043
0 609 1034 1384 1488 1762
383 712 882 1509 1787 2039
264 728 770 1301 1398 1488
60 406 561 675 1345 1913
593 662 797 988 1351 1400
389 523 881 1676 1793 1865
238 915 1194 1323 1753 1931
878 911 1642 1679 1815 1817
631 1262 1765 1802 1806 1884
109 333 471 1609 1786 1787
410 441 1187 1202 1968 1982
376 1124 1142 1336 1370 1956
110 144 240 1337 1662 2006
239 833 1029 1247 1443 1482
308 1236 1283 1321 1680 1816
285 352 746 1095 1691 1866
92 545 1141 1240 1539 2041
1083 1309 1473 1517 1692 1738
91 304 408 513 666 1886
6 474 1046 1434 1494 1600
510 999 1595 1896 2021 2037
656 663 766 1172 1190 1224
127 391 571 761 917 1814
461 593 1587 1625 1791 1813
271 324 885 1621 1790 1971
312 684 707 1556 1833 1945
361 401 878 1502 1804 2018
60 1180 1435 1525 1770 1990
99 308 782 1720 1827 1989
115 628 826 853 1168 1507
70 974 991 1229 1381 1472
286 392 517 555 1702 2046
37 848 871 1018 1444 1660
331 996 1092 1311 1459 2021
329 535 1230 1329 1815 1834
36 513 800 1001 1674 1854
418 681 798 1638 1711 1898
3 610 945 1453 1580 1748
185 436 775 954 1181 1986
519 646 804 883 1060 1804
105 459 778 1163 1405 1448
947 993 1382 1545 1765 1888
850 1080 1170 1192 1464 1882
259 338 610 938 1644 1736
151 714 916 1069 1166 1318
394 581 722 804 863 1792
102 104 260 344 540 1981
285 367 1521 1531 1732 1974
66 322 374 522 634 1608
381 631 1088 1403 1709 1774
174 734 963 1458 1512 1664
96 118 256 298 1056 1225
163 315 1628 1723 1724 1961
314 512 573 1409 1725 1830
140 1394 1451 1602 1698 1930
146 255 506 606 644 1119
25 799 921 1154 1172 1391
132 825 1156 1176 1230 1998
36 146 222 236 589 1965
58 121 190 642 647 1835
106 473 576 579 958 979
293 1152 1154 1199 1563 1872
82 729 984 1106 1236 2021
38 673 942 952 1695 2010
1023 1075 1138 1416 1454 1776
198 309 884 1265 1339 1756
9 35 212 310 777 1315
125 304 365 518 834 1039
184 361 766 898 1543 1841
583 971 1232 1422 1611 1852
715 809 1222 1319 1584 1664
807 966 1290 1465 1502 1658
351 1476 1904 1915 1943 2044
327 895 929 976 1089 1922
152 1645 1728 1772 1863 1886
90 388 534 848 1297 2033
467 512 648 679 933 1742
355 428 1432 1503 1649 1761
699 1025 1171 1513 1813 1897
350 655 923 1008 1365 1601
14 303 352 541 1005 1105
451 541 607 736 1468 1639
294 333 410 1385 1392 1564
233 902 922 1161 1423 1810
120 306 326 547 1391 1972
1 528 533 1006 1305 1880
176 601 728 800 1396 1626
113 697 1420 1489 1783 1831
291 332 691 769 1138 1940
331 1269 1442 1552 1806 2005
655 941 1158 1268 1659 1799
210 257 510 699 1431 1492
274 1384 1713 1781 1847 1939
784 1009 1193 1572 1596 1661
271 538 557 775 1717 1919
11 400 452 1090 1751 1801
401 1324 1533 1548 1574 1781
114 217 1082 1307 1694 1741
151 312 549 559 878 1811
21 363 1319 1328 1421 1646
704 810 818 1015 1167 1954
37 331 740 764 854 1048
345 661 1595 1597 1630 1792
13 226 276 1170 1647 1961
298 801 1011 1064 1465 1597
651 970 1620 1665 1688 1918
40 191 460 1536 1572 1853
187 193 211 456 1027 1248
315 711 806 965 1296 1554
817 886 1100 1216 1275 1297
268 1108 1701 1725 1854 1861
49 61 945 1052 1368 1414
191 243 1484 1784 1925 1979
122 145 864 1021 1024 1762
102 533 882 1797 1983 2038
103 738 811 1748 1912 2008
214 678 732 1352 1940 2042
411 797 917 967 1819 2044
385 731 1100 1220 1394 1464
187 715 817 930 1060 1247
101 127 294 1013 1155 1697
46 560 912 1358 1491 1822
158 322 416 785 828 1540
37 555 1076 1485 1686 1770
328 414 571 795 1373 1419
623 823 983 1061 1104 1881
320 437 1031 1084 1583 1665
53 211 363 511 667 1110
135 289 790 904 1616 1636
393 540 680 1077 1535 1717
19 611 1007 1766 1952 2001
133 768 903 1587 1747 1948
47 300 372 1335 1663 1987
75 286 669 1084 1086 1975
66 275 767 1383 1659 2044
29 515 1461 1500 1758 1763
518 1023 1184 1535 1670 1749
196 949 1432 1544 1603 1730
201 844 1123 1131 1430 1532
189 357 720 1210 1294 1548
1384 1466 1538 1723 1825 2006
703 901 1075 1243 1325 1703
47 350 415 547 707 1158
432 455 458 1151 1314 1705
102 468 550 757 908 1845
341 1295 1570 1810 1841 2016
94 227 389 518 966 993
549 1165 1214 1252 1440 2040
4 197 649 682 1253 1671
996 1259 1363 1478 1514 1656
933 1235 1520 1531 1991 2039
38 155 708 855 1210 1782
378 644 1056 1112 1496 1850
8 626 957 1158 1423 1576
505 807 968 1038 1360 1646
244 281 347 706 1118 1132
360 468 587 1244 1769 1864
25 307 619 1217 1532 1807
870 938 1371 1455 1683 1956
44 226 266 872 1705 1772
499 903 1038 1194 1237 1761
632 1036 1145 1346 1654 1965
42 293 625 1198 1612 1923
635 664 750 912 1250 1588
23 1230 1370 1651 1826 1921
53 1175 1370 1570 1737 1912
138 776 1099 1687 1712 1963
17 553 674 980 1127 1156
233 395 622 649 1034 1857
876 907 1420 1599 1678 1988
433 486 701 1155 1397 1998
455 1099 1267 1391 1786 2032
212 382 489 753 1702 2008
217 834 931 1186 1404 1495
475 705 835 971 1326 2032
68 392 1017 1378 1824 1929
133 270 278 660 1125 1642
32 164 956 975 1191 1561
8 579 986 1135 1739 2024
330 433 977 1091 1130 1333
251 851 865 1497 1549 2012
80 124 744 873 955 1616
578 1119 1258 1441 1459 1527
230 375 789 1110 1615 1909
460 727 759 1256 1867 1901
153 262 1333 1742 1837 1842
450 981 1375 1897 1964 2047
325 598 660 818 1087 1548
158 185 247 504 1422 1904
116 201 213 251 1696 1824
364 369 506 600 808 1106
207 291 417 1359 1464 1997
163 755 920 1276 1621 1978
369 655 932 1274 1282 1558
832 875 905 1331 1953 1992
279 588 777 1054 1682 1976
50 66 300 485 1033 1401
577 947 1187 1302 1624 1795
105 856 861 993 1313 1844
200 676 982 1129 1338 1429
196 734 1126 1291 1520 1941
54 61 177 690 840 1434
27 205 480 1226 1388 1468
3 154 644 717 911 1927
494 600 876 1007 1456 1745
469 556 615 897 1078 1804
481 849 1122 1516 1924 1938
189 272 1002 1162 1339 1508
157 184 982 1131 1196 1808
249 507 780 816 1220 1653
345 664 992 1190 1424 2001
669 789 1240 1406 1716 1800
162 373 553 591 1266 1721
378 526 689 698 1017 1303
232 362 431 859 1364 1836
504 526 709 790 792 1522
69 200 1255 1919 2022 2029
603 1317 1437 1814 1915 1933
303 809 1132 1148 1441 1891
31 956 1087 1179 1332 1582
367 694 1058 1170 1452 1826
115 530 537 1169 1365 1403
938 1355 1386 1413 1489 1902
166 263 430 531 672 860
33 280 474 920 1380 1483
94 361 401 754 985 1120
158 486 589 780 1251 2017
370 748 1096 1314 1555 1829
73 831 986 1354 1683 1952
195 590 679 948 1654 2020
313 560 719 1064 1125 1803
104 774 869 1239 1528 1657
143 273 355 457 1000 1217
228 379 630 718 946 1298
905 1260 1371 1374 1727 1958
596 1136 1337 1475 1708 2025
459 723 907 1166 1301 1511
207 439 704 1025 1604 1875
627 783 799 1308 1516 1518
195 859 1030 1450 1691 1711
41 464 1136 1177 1315 1789
128 438 514 1412 1624 2036
460 761 1229 1379 1955 1990
287 1131 1357 1460 1588 1720
5 324 497 627 886 1029
131 555 792 1400 1606 1801
220 431 564 1198 1212 1764
254 270 741 796 1355 1395
725 824 995 1295 1498 1538
60 741 743 1404 1421 1757
67 154 242 251 1258 1747
78 166 1128 1161 1197 1207
53 73 83 285 591 1209
65 495 1684 1772 1855 1917
620 1005 1061 1244 1427 1971
48 204 1041 1142 1438 1627
691 768 917 1220 1410 1787
338 837 980 1373 1629 1708
245 359 478 554 846 1651
55 645 906 970 1099 1557
27 165 588 735 1383 1553
160 228 738 1270 1571 1754
14 374 720 859 1362 1995
78 714 737 819 863 1312
100 366 690 1035 1445 1743
149 192 567 765 867 1918
894 910 1234 1396 1437 1588
570 590 889 1555 1849 1860
568 781 1052 1053 1203 1316
180 839 1771 1777 1783 1920
2 82 592 728 894 1362
746 1025 1039 1433 1649 2009
83 803 1215 1575 1730 1790
275 336 355 663 1070 1226
306 569 582 924 1051 1838
44 92 295 1457 1563 1819
319 600 854 1289 1451 1644
731 989 1242 1473 1789 1967
181 450 1020 1111 1407 1428
238 391 527 916 1281 1309
337 700 883 1061 1376 1689
475 636 805 856 881 1146
444 546 966 1183 1348 1538
130 159 1104 1204 1722 1826
170 430 474 594 845 1903
302 416 760 1285 1356 1858
147 420 440 650 1505 1823
172 669 891 1097 1106 1738
622 778 860 919 1693 1700
264 371 462 1720 1864 1937
241 322 488 532 615 1526
248 521 784 858 1429 1830
418 505 735 1055 1184 1519
124 134 252 485 954 1259
117 568 877 1034 1695 1901
121 955 1059 1530 1632 1824
