4096 2048
1394 1925 2009
615 718 1744
51 518 708
550 1865 2000
818 1697 1983
433 478 1064
276 768 1615
699 810 1901
314 832 1867
451 793 960
407 848 2022
1163 1804 1900
132 413 1038
1154 1676 1993
194 467 1821
73 596 1970
118 1229 2016
1121 1205 1455
80 151 1390
812 977 1020
1213 1395 1752
212 1900 1977
531 1361 1528
20 1130 1873
110 487 1498
1068 1690 1986
935 1657 2032
1434 1907 2025
19 1674 1693
166 1651 1697
251 609 1325
75 421 750
97 1339 1971
590 1676 1689
1210 1719 2012
140 470 899
319 1516 1747
402 1356 1498
1310 1496 1626
920 1587 1897
1162 1179 1413
1323 1566 1902
374 552 1243
323 578 1883
23 618 1741
984 1361 1396
654 868 1494
524 758 778
966 1713 1861
447 1042 1547
1208 1261 1399
208 321 436
965 1410 1814
468 1330 1916
810 1065 2031
775 843 979
67 702 1786
210 429 1317
1132 1409 1605
913 1287 1934
46 1443 1669
620 1929 1966
170 1647 1893
41 1279 1643
1310 1329 1406
926 1782 1972
946 1047 1940
352 1358 2003
626 1122 1884
253 1010 1279
230 946 1277
255 1228 1548
168 473 1918
568 764 1702
567 1646 1970
292 869 1693
563 1371 1752
1357 1761 1922
698 1414 1560
525 849 1354
106 689 719
720 867 2026
898 964 1303
96 293 1457
104 843 1292
251 1116 1389
280 1298 1880
187 1472 1936
1173 1348 1593
258 1110 1555
15 338 1814
112 1113 1642
607 937 1845
1593 1729 1916
50 875 1721
111 294 367
561 1081 1642
100 957 1045
777 1400 1904
1387 1568 1602
733 765 1908
309 973 1539
497 1184 1486
138 760 1153
691 1088 1311
734 763 1858
810 1706 1879
73 350 1258
136 199 1768
739 827 1944
179 1124 1407
994 1315 1917
1470 1588 2047
613 656 1665
624 808 909
611 1144 1533
671 789 1655
368 1768 1830
30 308 1413
133 443 1426
335 1056 1470
129 1365 2014
330 1243 1526
1397 1719 1950
859 1179 1984
501 1163 1619
411 1573 1723
795 1595 1760
749 1049 1225
155 174 1915
326 1066 1168
610 1070 1447
150 169 359
125 390 822
115 1074 1494
1371 1596 1835
620 713 1957
485 1173 1758
1002 1080 1968
49 457 2019
675 931 1665
951 1497 1557
514 522 590
1021 1369 1680
1284 1601 1956
309 1151 1962
406 568 1582
87 438 651
719 1126 1379
628 737 1774
1210 1806 2045
855 1034 1867
647 1428 1664
519 1884 1987
214 1498 1592
543 953 1168
386 601 1677
182 382 634
870 1893 2042
884 1036 1526
66 275 344
825 932 1286
979 1228 1686
137 984 1802
1294 1345 1382
21 1029 1348
887 937 1960
643 693 1208
1393 1535 1856
436 453 1791
17 1265 1316
69 992 1420
160 1519 1898
57 410 630
234 541 974
302 562 1974
186 377 1219
66 421 452
1452 1545 1605
423 720 1974
861 1080 1646
23 432 1212
247 670 1447
1267 1781 2030
86 1283 1498
385 615 976
146 783 1840
85 371 775
801 843 1045
199 919 1167
412 1247 1825
302 761 1441
13 727 1190
59 1383 1589
11 159 708
236 563 1844
422 950 1150
790 1784 1944
223 611 1551
222 327 359
483 1004 1775
216 1741 1876
170 582 1663
465 594 1107
43 1140 1380
853 978 1152
450 1195 1401
1702 1813 1893
546 1332 1454
24 418 1199
213 1181 1191
674 1607 2014
137 546 1845
827 1151 1240
1121 1490 1862
1071 1132 1551
101 1143 1599
707 768 1617
333 1228 1271
49 1243 1251
260 464 1053
34 909 1557
254 957 1675
865 1328 1937
332 1039 1200
482 1083 1593
818 991 1318
1459 1705 1735
507 1257 1578
1026 1128 1942
483 1450 1812
177 289 1576
363 588 1500
1733 1751 1914
215 820 1383
491 1175 1323
189 879 1321
1028 1242 1468
242 722 1620
457 1089 1623
51 604 1757
559 591 1278
554 888 1553
184 539 1689
660 798 1863
275 1113 1645
1203 1467 1490
703 1020 1451
611 1259 1977
682 1393 1480
1119 1733 1768
178 226 1274
989 1078 1466
192 623 1854
1220 1541 1553
870 1565 1747
1482 1768 2044
815 1648 1763
387 429 519
250 274 714
1270 1558 1821
592 736 1865
1068 1090 1909
347 1302 1420
130 832 2021
12 16 733
50 872 1543
744 1627 2023
738 1178 1235
295 1767 1906
393 1369 1394
908 1689 2021
1312 1627 1698
26 311 554
1042 1755 1813
160 664 1390
36 273 901
498 1872 2038
146 282 1340
336 356 1900
324 423 1703
588 759 1733
564 1239 1858
1212 1409 1512
28 517 959
25 353 389
661 1251 1809
114 930 1324
537 799 1170
117 1369 1853
1075 1457 1952
1229 1325 1496
550 1573 1730
397 1283 1832
370 463 946
1361 1366 1555
428 816 1509
835 929 1429
332 1502 1731
1080 1153 1171
83 705 1810
1146 1569 1655
1025 1274 1706
652 783 882
182 479 995
772 1183 1609
263 1250 1583
391 1040 1404
958 1106 1222
529 1003 1087
304 696 1980
206 1841 1908
164 513 1227
290 629 1158
1563 1730 1819
376 383 1055
118 635 1152
433 878 1642
826 1195 1417
380 1509 1531
1370 1415 1503
211 250 1610
292 1039 1677
232 340 955
741 1174 1435
1071 1621 1767
840 1746 2023
1123 1175 1349
252 517 556
305 879 1509
87 269 999
246 530 990
732 1008 1875
941 1348 1763
247 531 1903
1038 1400 1713
872 1620 1795
232 517 1833
104 402 1521
45 259 499
165 581 1800
1272 1315 1346
702 1384 1476
1162 1264 1791
500 738 1336
1076 1505 1932
538 944 2042
558 683 1627
623 775 849
753 795 1048
985 1763 1850
168 355 1961
110 857 1076
4 610 1985
484 545 1508
581 1499 1854
499 980 1561
283 361 1672
398 1290 1539
477 1939 1985
469 1037 1755
1607 1849 1976
491 1830 1879
413 1447 1589
49 1148 1602
238 798 1958
1061 1719 1886
1461 1525 1999
607 1224 1523
640 1073 1097
63 507 1340
584 1592 1981
502 1136 1679
258 1582 1608
220 839 1918
176 1479 1925
862 1092 1373
284 1014 1037
490 1021 1684
941 954 1327
285 1095 1974
248 1081 1718
1112 1640 1675
187 1066 1463
616 1931 1986
668 1137 1834
211 263 1878
1484 1732 1879
368 1375 1393
1300 1483 2036
122 439 1816
136 1090 1517
528 1074 1552
429 871 1671
1108 1717 2035
1036 1315 1583
1095 1642 1997
268 1683 1998
123 627 2011
391 492 1651
1638 1718 2043
210 259 1671
1529 1625 1855
830 1161 1672
262 1106 1275
223 981 1145
1011 1461 1736
438 1005 1133
236 1320 1789
133 339 1710
236 634 659
57 60 430
233 1484 1600
6 279 1864
476 591 664
211 723 1156
1009 1087 1787
451 978 1773
93 103 632
67 439 1011
580 1302 1311
607 1372 1580
383 1373 1666
541 996 1755
164 406 1315
120 503 1221
297 851 890
1070 1285 1959
522 551 1428
873 903 1873
157 411 823
571 1167 1214
816 1206 1698
988 1245 1404
210 272 1704
19 504 946
467 673 1483
922 1187 1919
1745 1899 1910
101 322 798
99 215 545
68 724 1032
105 892 1408
924 1024 1104
684 1226 1790
260 1752 1959
281 365 1421
667 918 1044
872 1683 1694
576 1644 1749
289 703 751
1278 1288 1491
933 1009 1895
157 676 1311
68 663 1574
872 1235 1519
43 961 1138
1501 1566 1798
1074 1148 2029
158 328 1429
1 1584 1968
286 735 1585
304 1057 1855
615 1152 1570
108 404 1593
33 688 1570
248 657 1596
630 1155 1961
290 1550 1585
1148 1329 1733
172 206 844
221 1072 1392
592 685 1477
211 1363 1872
964 1082 1265
144 542 1056
392 1452 1539
506 1654 1742
73 126 1198
306 357 1291
137 576 1149
963 1103 1583
167 326 880
1117 1684 1836
798 1572 2013
1134 1558 1801
1060 1712 1907
214 482 1101
1239 1468 1597
270 412 1588
18 1041 1091
1050 1260 1920
235 1021 1556
285 920 1758
1207 1228 1455
355 718 1712
109 406 1110
914 977 1143
726 1704 2009
54 1123 1834
730 1279 1621
95 396 481
79 654 2030
75 881 1897
322 841 1915
28 601 1821
609 1678 2027
1252 1398 1669
237 245 360
16 392 574
127 246 1994
154 797 1368
534 1597 1933
1041 1223 1693
207 1035 1483
320 787 1471
618 943 1025
286 1293 2003
625 1611 1619
172 1127 1177
355 487 1874
938 1216 1546
306 574 1404
147 541 1354
466 740 1011
1004 1468 1548
841 1438 2001
468 925 1916
150 612 1315
194 617 952
253 552 1694
583 805 1594
450 792 1442
121 1075 1726
102 420 1939
17 476 1635
1764 1819 1947
326 1861 2044
160 315 677
473 1760 1772
792 902 1953
91 1593 1607
431 713 2013
79 297 503
378 786 822
518 1083 1590
1458 1689 1999
1009 1060 1233
910 1748 2035
146 1803 1895
876 901 1058
1113 1281 1806
482 1960 1982
50 1916 1947
720 1350 1728
665 1067 1310
857 1145 2032
1166 1671 1760
344 1308 1484
247 693 1221
151 1868 2004
1316 1700 1990
1534 1606 1886
1116 1391 1797
256 1203 1901
653 785 1506
234 1064 1728
1464 1482 1683
407 479 1548
590 756 1572
666 762 1906
607 686 773
271 1166 1818
483 560 1350
108 1376 1929
479 993 1062
58 266 579
239 889 1722
130 674 1419
86 452 1872
996 1088 1765
897 1320 1625
679 1478 1862
386 500 1426
1349 1471 1563
767 1622 1888
51 76 1994
249 1425 1745
455 1162 1344
314 526 1917
223 786 1197
129 1802 2005
1218 1416 1843
953 1271 1536
1062 1399 1808
944 1150 2046
1117 1176 1427
191 926 1865
117 322 681
314 1296 1597
62 419 738
369 849 1522
362 883 1611
37 975 1918
490 1337 1422
888 1434 1604
566 1275 1549
615 1050 1500
890 1552 1801
180 1306 1870
995 1305 1633
60 848 1520
228 963 1027
261 523 779
65 173 1063
914 1359 1394
835 955 1215
422 1862 1930
125 205 421
197 726 1002
142 1696 1958
520 1054 1449
109 882 1763
644 1507 1534
158 460 764
333 1149 1909
951 1612 1950
55 729 1160
1366 1432 1822
149 809 968
269 638 1414
807 942 1780
599 1261 1374
404 1176 1818
1181 1368 1667
214 692 1003
354 1480 2004
268 315 1382
420 523 1928
272 1359 2032
67 806 1124
331 644 879
110 408 1361
34 1831 1888
357 477 1410
264 657 1179
225 563 735
237 1110 1599
393 1678 2025
113 567 1291
197 1030 1626
695 989 2028
519 860 1771
670 758 1607
565 1589 2002
1365 1719 1783
239 1352 1375
710 957 990
130 377 1844
617 852 1829
925 1816 1961
781 1395 1885
344 1574 1965
343 1331 1464
845 990 1293
1355 1595 1981
1326 1514 1723
63 971 1705
637 1659 1995
183 706 1213
698 1051 1308
1578 1782 1814
1663 1951 2022
1644 1717 1953
1062 1652 1883
598 1527 1620
248 1347 1560
1095 1608 2005
1227 1324 1473
669 743 1892
585 703 1572
145 819 1360
1084 1104 1689
647 750 882
636 1263 1309
33 1815 1820
250 733 802
40 316 853
422 1222 1988
348 879 2019
513 1240 1870
53 1278 1413
1151 1466 1492
127 469 1882
440 961 1989
432 707 1071
319 1165 1621
218 662 970
144 946 1310
539 1256 1659
76 442 1155
1087 1288 1317
119 1254 1954
672 899 1562
405 449 630
683 967 998
608 1102 1463
589 970 1394
1100 1633 1770
389 522 1800
470 1492 1715
510 513 940
717 2007 2020
384 1105 1194
300 463 1538
309 1214 1446
312 1187 1601
372 1040 1515
818 982 1433
488 648 1976
483 1135 1275
655 1202 1370
614 834 1075
163 282 1995
431 933 1334
435 571 1749
494 1371 1593
654 1055 1115
21 1765 2044
474 1469 1762
1731 1925 2009
223 480 1448
455 657 887
595 1707 1951
493 1477 1514
287 1406 1796
292 836 869
401 858 2030
204 1531 1853
338 1075 1455
888 976 1770
631 642 657
804 1139 2024
505 1221 2016
796 961 1915
613 1757 1858
379 435 1753
1072 1135 2040
1330 1490 1816
249 265 1919
378 817 1451
377 1030 1914
1001 1456 1710
797 1055 1773
893 1216 1330
318 797 1975
509 1854 1987
522 685 780
253 605 1616
979 1383 1577
397 877 2039
171 1230 1481
195 327 952
29 728 1826
76 1204 1735
20 1706 1720
1283 1517 1518
937 1414 1931
365 1069 1677
169 702 1013
664 885 1000
754 1720 1893
4 1264 1858
422 855 1076
485 1188 1674
162 1782 1971
748 1226 1457
150 164 1726
50 300 1061
22 687 1027
341 585 1254
417 1550 1740
421 1064 1788
550 1169 1474
530 569 1016
549 1477 1664
301 1116 2001
706 1589 2029
22 179 1611
363 1390 1619
916 1787 1949
87 940 1633
129 730 962
227 1414 1502
992 1694 1759
858 1281 1778
381 600 1811
325 596 788
610 788 1017
140 973 1162
285 436 1762
107 624 1000
763 1133 1183
1420 1832 1873
471 669 2000
1248 1359 1437
52 398 1535
716 1515 1680
991 1487 1724
132 493 785
269 375 1678
119 745 855
218 245 1201
555 808 1851
739 802 921
192 987 1417
570 691 1395
741 1294 1875
202 711 1864
145 882 1586
393 544 988
750 1734 1847
400 824 1685
453 1073 1939
516 755 1432
131 535 560
975 1122 1432
70 106 1922
1390 1554 1905
137 678 1883
201 450 843
356 633 1221
146 1401 1480
1341 1609 1911
1452 1602 1650
840 893 1034
119 136 866
351 355 1894
283 637 1383
89 845 1980
95 1026 1079
1177 1442 1858
84 275 1389
646 923 1053
546 834 1021
246 998 1683
54 1345 1809
138 564 1310
1604 1958 2037
481 846 1775
401 598 1741
132 452 1804
291 641 927
215 830 1816
647 724 1822
751 909 1285
517 584 1784
144 503 1034
271 314 540
1065 1160 1544
418 609 1149
389 1085 1103
1 505 1290
416 890 1472
323 878 900
1237 1896 1906
889 1386 1610
617 656 1351
596 762 933
1231 1834 2035
583 1709 2013
606 1422 1647
13 189 902
474 1069 1669
524 981 1699
281 1293 1359
533 748 1868
433 1096 1905
304 873 995
77 1734 2015
426 475 828
365 1956 1995
32 1256 1936
55 962 1431
186 483 1192
368 388 1349
1561 1775 1818
441 497 662
206 581 671
56 306 1183
575 1447 1521
54 1364 1609
989 1193 1703
817 1396 1970
230 833 1467
218 1082 1114
242 1120 1847
402 1231 1470
47 569 808
0 1279 1933
527 819 1327
14 475 842
693 814 1404
527 943 1098
608 1271 1283
148 1908 2031
898 1107 1392
378 696 1945
576 894 1643
414 1093 1698
180 1586 1662
369 1277 1789
113 1437 1957
1180 1491 1533
209 793 1935
6 134 1823
1145 1436 1663
370 997 1375
119 123 685
548 1196 1869
202 904 1199
573 622 1661
868 1020 1973
297 866 1844
1465 1765 1919
884 1447 2017
295 710 1046
364 825 1973
1017 1018 1760
389 614 900
476 903 1751
743 967 1495
42 190 708
571 907 1106
240 351 703
395 1330 1779
345 1114 1878
365 1297 1508
1236 1287 1741
11 414 1307
38 245 1035
945 1010 1903
210 907 969
777 1400 1795
616 1156 1819
415 462 1296
467 805 873
1137 1581 1736
617 1106 1155
490 920 1501
658 1103 1716
774 894 1695
871 1211 1711
61 119 1458
727 1156 1844
379 1716 1805
455 1113 1654
110 1491 1786
716 756 1387
803 1419 1664
432 794 1092
551 1743 1897
53 347 1453
533 826 1575
6 1155 1547
773 1205 1794
16 938 1357
327 695 989
65 354 1866
1437 1811 2028
184 1063 1983
526 876 1918
642 1225 1658
880 1042 1884
48 274 581
996 1634 1813
407 923 1754
1112 1173 1277
494 558 1851
543 777 1003
344 745 1839
1631 1938 1942
860 1556 1714
4 201 801
1084 1596 1754
254 1034 1214
258 972 1157
1030 1199 1964
157 442 930
1160 1185 1645
1123 1525 1715
700 1343 1418
1178 1347 1978
392 587 1308
520 1517 1898
797 850 1195
394 1188 1585
1742 1796 2028
851 885 1826
259 511 1591
103 639 1234
903 1606 1738
114 1423 1784
662 1250 1598
61 752 932
360 842 1639
1372 1601 1820
4 845 1190
502 816 1928
512 1489 1565
280 700 2016
894 991 1781
294 996 1842
918 1704 1778
1258 1421 1524
461 947 1013
335 1274 1444
339 411 1512
109 337 1785
675 1184 1876
346 864 1317
635 1072 1370
1014 1036 1238
1382 1496 1756
96 792 1240
1006 1714 1762
29 1545 1696
618 713 1490
27 907 1033
926 1638 1660
214 327 1885
340 734 1785
536 1307 1454
321 1074 1997
51 512 701
417 608 744
296 650 1678
638 761 1124
1024 1789 1970
932 1713 1856
478 1727 2010
208 1569 1750
133 1246 2010
1038 1571 1968
203 986 1679
28 504 795
804 1235 1374
124 718 1739
111 213 1966
194 343 1931
136 634 1178
790 1218 1773
198 845 1286
374 886 2045
93 1329 1525
649 688 922
588 622 1416
690 896 1972
875 1776 1930
165 393 2004
1296 1682 1866
735 1130 1162
828 1140 1181
731 1598 1796
870 977 2025
509 1541 1776
467 658 1023
380 1682 1752
770 1306 1734
891 1191 1358
904 1653 1845
197 716 858
310 633 752
706 1248 1513
1207 1719 1857
1079 1294 1720
1025 1147 1379
1208 2036 2040
74 629 1031
509 1366 1967
21 1000 1403
239 597 1695
52 194 351
419 537 623
238 448 525
879 1828 1846
770 915 1688
186 622 1412
613 850 1604
183 445 1991
330 1484 1925
285 636 1896
978 1340 1489
68 843 1242
493 769 1698
386 744 1339
54 97 1747
243 1025 1457
237 376 1788
209 866 1543
87 1792 1820
342 360 1491
375 732 736
257 837 1424
31 1852 2043
150 871 1479
3 290 1272
993 1709 1851
53 710 990
486 549 1044
612 1549 1658
594 885 1379
1463 1478 1737
697 1424 1960
668 694 1855
408 811 1558
105 739 1640
316 1172 1940
74 904 1153
553 1292 1794
316 552 1022
202 979 1066
641 835 1129
1326 1540 1561
262 1090 1575
669 1076 1891
24 129 352
213 1066 1188
1073 1584 1648
1228 1299 1838
968 1687 2000
227 291 1331
892 1196 1294
501 913 1748
1398 1691 1921
1019 1189 1298
393 862 1639
1022 1300 1705
1125 1445 2038
599 970 1694
92 1082 1516
318 408 1621
299 1461 1778
690 1801 1822
261 1462 1869
20 233 1147
1666 1748 1804
947 1651 1996
464 997 1827
148 1474 2040
805 1099 1563
580 1217 1944
457 538 1566
382 713 1405
184 1343 1802
684 1020 1381
339 1285 1387
1 243 635
677 1063 1899
195 316 1008
679 1061 1096
1716 1936 2044
105 640 669
311 1194 1392
1262 2020 2033
70 603 1311
71 1109 1260
646 722 754
187 982 1150
1024 1197 1261
169 482 1496
821 1079 1259
603 914 1135
0 424 606
216 985 1154
904 1736 2037
556 1378 1485
1089 1319 1944
534 937 986
141 655 1416
852 1668 1967
818 1640 1988
1529 1594 1992
55 652 1746
159 364 1120
234 1272 1846
683 717 1136
898 1073 1436
1240 1384 1946
693 1567 1806
306 308 1385
30 149 1097
363 717 1638
639 959 1739
164 1028 1867
47 1389 1714
294 933 1107
773 892 1411
842 1101 1494
989 1236 1757
25 154 1226
40 776 1170
1147 1684 2020
92 329 764
98 404 1523
199 1588 1610
274 394 1773
626 1339 1536
260 811 1921
107 266 1349
263 606 784
256 672 862
284 1104 1403
399 1849 1999
76 372 542
410 829 1715
978 1045 1339
319 340 1385
371 1636 1834
385 799 1272
165 712 1217
939 1800 2021
527 636 800
813 934 1409
546 1271 2033
125 227 613
1545 1731 1786
1163 1238 1718
478 1319 1754
91 1152 1237
337 668 709
811 1197 1316
1041 1165 1244
311 711 2022
572 1460 1848
255 666 891
1027 1182 1722
619 949 1890
144 579 2012
409 416 1229
819 967 1937
90 801 1460
95 266 1660
12 136 882
383 919 982
453 519 1848
157 510 1845
509 842 1692
1207 1457 1708
449 547 1857
1120 1798 1991
587 954 1365
3 796 1761
220 480 1018
283 470 810
283 766 1239
64 120 408
97 690 1163
324 1520 1894
759 790 2003
1393 1817 1971
965 1116 1944
172 1191 1587
107 1467 1830
313 826 852
81 635 1727
495 712 974
326 363 952
654 1746 1884
450 661 963
328 424 1932
1320 1562 1670
78 243 1924
57 443 1792
312 769 848
298 727 760
540 952 1887
535 825 1615
39 135 229
62 772 1920
42 102 1543
563 618 1113
694 1190 1830
266 1416 2020
385 590 1699
424 498 1864
524 1053 1328
895 1333 1511
304 445 1127
174 1575 1653
88 751 1041
504 861 1626
800 1159 1216
443 1369 1843
395 1596 1885
86 1874 1983
122 924 1285
186 190 1474
797 1564 1905
481 1081 1399
399 847 1420
219 236 853
220 1124 1827
395 668 1603
279 586 777
526 1053 1996
815 844 973
86 1484 1875
852 1337 1702
235 752 1777
447 1205 1744
5 192 1067
141 1165 1429
1387 1522 1807
226 789 1282
104 1100 1542
813 860 1910
675 696 1268
908 1311 1648
1273 1460 1941
880 965 1304
1321 1568 1634
1040 1093 1418
142 1364 1938
1165 1415 1775
493 1208 1546
357 1695 1939
3 1320 1797
193 915 1825
1553 1754 1836
649 1295 2027
185 1057 1627
985 1974 1988
671 1175 1838
152 1652 1824
12 42 1930
1127 1434 1604
156 548 1131
1170 1269 2017
1132 1636 1976
295 721 1204
35 645 1861
274 1633 1685
170 692 1181
878 1380 1876
92 273 1721
559 693 1918
627 1613 1699
533 1105 1270
123 323 462
559 613 1651
1305 1615 1966
81 1986 2035
725 1010 1040
1004 1100 1525
794 1306 1572
1230 1699 1748
929 936 1964
412 1298 1493
1063 1580 1941
108 690 1343
223 817 1789
349 607 961
467 1074 1108
11 799 1811
13 305 737
161 225 1847
570 614 1050
538 1032 2037
131 1232 1357
1134 1209 1211
816 1711 1962
74 459 1056
732 1376 1657
262 626 687
927 1674 1795
221 1379 1881
627 780 1774
572 992 1581
699 1426 1812
143 811 1291
858 1284 1853
654 782 1943
936 944 1532
615 1153 1399
156 214 1108
1149 1230 1252
619 905 1518
472 786 1203
1008 1450 1867
343 445 657
374 1213 1547
11 396 994
577 920 1417
70 296 357
1237 1660 1735
295 1263 1439
219 790 1662
261 950 1992
65 1255 1892
36 904 1388
331 1681 1951
1388 1777 1788
139 720 1168
471 866 1663
248 1697 1922
432 1371 2027
1048 1319 1659
685 824 1823
331 728 1024
478 1254 1998
498 1080 1571
34 1351 1527
183 1193 1889
10 999 1574
366 880 1751
44 441 1848
708 914 1868
176 748 1827
753 1273 1381
430 821 1729
970 2007 2044
141 1097 1836
906 1154 2029
372 2008 2014
604 970 1495
1499 1729 1896
14 544 1910
1148 1379 1729
39 1056 1550
381 1092 1980
948 1157 1234
194 380 536
376 1201 1825
1327 1873 1940
461 1356 1435
324 647 1997
1012 1196 1388
449 493 910
724 771 1902
1059 1187 1500
278 1028 1301
63 1818 2002
29 599 922
1222 1337 1906
717 753 1841
656 1466 1701
1049 1055 1673
407 469 1094
1091 1261 1384
859 1206 1758
181 239 1289
1748 1765 1798
919 964 1644
325 1263 1518
937 1090 1940
167 978 1862
204 365 1517
72 84 1989
779 1176 1342
263 574 1217
752 1612 1992
12 178 663
238 1111 2009
1248 1298 2014
85 356 1374
109 981 1767
1073 1084 1478
1088 1318 1910
622 1169 1712
738 1111 1647
95 1269 2046
218 1118 1732
186 1441 1556
622 1420 1954
190 274 2032
48 191 603
238 781 1373
449 451 1135
231 417 1477
503 706 1242
114 1328 1677
644 1581 1954
836 1745 1815
1650 1851 1891
1159 1366 1746
257 456 851
838 1012 1833
1299 1504 1560
405 1309 1776
249 349 701
320 1115 1688
715 759 827
767 947 1345
56 1674 2043
263 942 1625
346 364 1408
983 1223 1241
758 1008 1721
1168 1249 1840
91 1133 1514
1189 1566 1660
376 570 1473
241 572 1320
270 1214 1244
881 1547 2033
679 1499 1532
185 1820 1913
60 121 1953
1109 1423 2026
234 422 469
104 666 1628
76 1231 1637
448 1115 1591
14 41 651
264 1044 1583
147 807 881
805 1199 1474
116 140 401
36 757 2024
731 1382 1673
1105 1754 1782
1052 1138 1705
1327 1499 1743
557 689 1520
113 788 1753
939 1111 1309
121 1139 1743
911 1443 2034
189 271 1281
98 605 610
179 232 293
425 731 1125
195 833 959
674 819 1087
3 187 1477
883 1922 2041
92 573 916
349 1404 1451
590 652 1334
328 952 1738
328 571 891
865 1253 1821
404 508 643
205 1515 1770
1356 1958 1982
463 1695 1698
212 270 1716
224 1269 1750
1243 1407 1448
170 359 1206
524 747 943
69 489 1171
567 1982 2003
564 791 1625
279 1001 1051
38 647 1596
353 708 1241
137 927 930
35 235 528
207 479 1767
100 1187 1969
39 228 1759
742 789 1146
632 1637 1909
523 1155 1671
1188 1523 1725
191 1072 1914
112 423 475
1700 1880 2038
330 488 826
224 934 1714
134 1186 1475
172 1337 2007
529 600 941
765 1066 1760
963 1209 1447
868 1335 1870
17 126 1429
255 1217 1659
874 880 1800
967 1130 1970
77 1097 1255
165 394 1789
1099 1138 1842
332 811 1614
269 630 1651
336 358 1616
541 2011 2036
1210 1438 1741
106 204 305
7 71 276
866 1322 1608
139 255 821
699 1106 1485
428 1171 1449
306 765 1554
975 1236 1303
397 683 1689
270 307 309
149 461 1791
1093 1353 2046
560 1581 1844
47 1033 1632
829 1654 1926
494 1463 1947
543 1109 1309
403 422 1368
473 1705 1979
718 934 1804
732 1911 1917
679 763 1898
709 1059 1668
97 446 1886
994 1497 1901
1102 1575 1793
128 748 1807
674 961 1961
663 1050 1420
4 834 1934
31 102 616
746 1782 1957
1 548 1332
559 743 944
487 1145 1825
74 273 643
57 545 652
314 1587 1732
746 832 1067
1229 1258 1616
265 766 1939
1241 1438 1563
1410 1442 1863
963 973 1094
41 1412 1649
104 312 2024
42 1239 1453
533 987 1559
261 441 1881
219 1078 1469
238 932 1544
534 1268 1313
812 1317 1507
115 216 1666
1136 1182 1662
600 1657 1833
782 1185 2034
991 1044 1126
145 987 1777
75 966 1355
315 806 958
167 1037 1870
1008 1661 2045
484 1009 1101
538 947 1875
727 1450 1757
775 1488 1793
350 911 1314
512 1610 1708
163 800 1297
298 689 2040
943 1102 1539
37 83 983
421 944 1114
653 1091 1219
488 1426 1966
199 1083 1566
913 1642 1807
567 1889 2030
193 1029 1889
452 621 1180
849 1244 1874
1201 1685 1926
220 603 1259
464 1342 1939
252 382 2010
776 900 1335
711 963 1877
692 1050 1907
343 624 995
491 676 1265
475 785 920
512 761 1859
43 135 1186
463 529 1707
702 788 1452
946 1089 2042
150 171 173
78 453 1313
515 586 868
1649 1722 1894
197 384 1514
352 362 1911
1085 1872 1907
121 1143 1801
423 1401 1785
338 1471 2026
280 628 1992
673 1514 1638
41 1675 1776
36 366 983
114 1406 2039
229 602 737
490 525 1588
830 1210 1924
1421 1741 1767
1503 1601 1930
195 247 967
886 915 1605
158 1639 2041
441 486 931
1093 1604 1810
434 655 885
140 386 1481
932 1680 1839
670 962 1957
409 765 2002
848 1061 1423
342 804 1819
312 791 1325
419 530 1907
1234 1266 1526
310 897 1057
373 445 1289
274 1030 1409
271 691 1840
650 842 1931
435 1175 1614
267 1224 1877
180 299 874
656 1177 2006
1186 1769 1965
196 1648 1737
941 1015 1331
15 383 1676
47 178 1568
341 1005 1899
1121 1839 1857
901 1288 1666
427 1366 1759
80 750 1364
724 734 1771
139 181 1232
550 1176 1280
540 1715 1789
1086 1089 1211
291 437 544
630 689 1273
1025 1356 1758
466 1602 1692
85 597 1465
213 763 1868
650 1360 1463
722 1687 1710
781 794 1752
26 301 515
34 297 1322
994 1955 1998
265 1218 1807
1576 1934 1973
1072 1119 1177
142 666 1059
1482 1505 2010
77 1900 2028
488 491 1679
386 726 908
155 609 954
558 1295 2011
116 1166 1813
888 1476 1653
932 1321 1546
655 766 1225
550 1205 1222
191 243 350
291 780 1670
415 555 829
79 1246 1837
173 322 1069
83 394 789
235 1273 1644
320 344 1354
98 115 601
242 466 659
231 626 744
131 392 488
791 893 1360
23 1736 2006
995 1232 1682
1033 1145 1618
532 1353 1431
757 1052 1926
378 650 1794
1116 1368 1788
340 882 1996
302 684 2045
628 830 1628
66 94 506
1063 1406 1422
958 1246 1512
1249 1367 1634
339 499 1827
484 613 1459
94 341 589
502 1384 1406
631 846 1991
721 1086 1849
1157 1391 1941
983 1051 2007
819 1348 1609
51 468 1039
117 1236 1331
749 824 1340
176 324 1902
535 1408 1846
554 969 1816
740 1046 1295
80 1086 1562
803 979 1412
1247 1805 1812
399 571 1295
1307 1801 1965
814 815 1822
307 606 660
278 866 1294
399 664 925
128 1007 1955
297 660 1726
370 905 1287
584 997 1675
101 951 1591
1098 1180 1251
225 396 1560
468 712 1370
666 1453 2040
52 1852 2038
319 1651 2035
367 819 864
174 891 1328
217 224 429
102 628 1934
32 342 1418
772 1063 1432
1167 1528 1834
88 854 1582
149 518 2047
269 755 940
1080 1284 1375
130 1286 1530
361 481 652
166 1035 1554
277 431 1352
1458 1668 1921
715 1128 1963
1421 1512 1580
1338 1687 1691
1200 1295 2002
